frequency_hz,magnitude
11671.9,0.0176006
11718.8,0.0321657
11765.6,0.0164759
11812.5,0.00886563
11859.4,0.0184147
11906.2,0.0432242
11953.1,0.0432633
12000,0.0441522
12046.9,0.0546474
12093.8,0.0460617
12140.6,0.0401486
12187.5,0.0604554
12234.4,0.0686634
12281.2,0.0611591
12328.1,0.0571106
12375,0.0569128
12421.9,0.0617502
12468.8,0.0358653
12515.6,0.0289784
12562.5,0.0670518
12609.4,0.0689372
12656.2,0.0357858
12703.1,0.0438596
12750,0.0326825
12796.9,0.017118
12843.8,0.0207961
12890.6,0.0193585
12937.5,0.0191421
12984.4,0.0240085
13031.2,0.00527799
13078.1,0.00952649
13125,0.0116934
13171.9,0.0255695
13218.8,0.032028
13265.6,0.0392947
13312.5,0.0712712
13359.4,0.0394813
13406.2,0.0219493
13453.1,0.0334733
13500,0.0427557
13546.9,0.0473577
13593.8,0.0470527
13640.6,0.0251717
13687.5,0.0078147
13734.4,0.0212068
13781.2,0.0143611
13828.1,0.0145395
13875,0.0244195
13921.9,0.0183227
13968.8,0.0312057
14015.6,0.0299792
14062.5,0.0377382
14109.4,0.0416086
14156.2,0.0283213
14203.1,0.0385897
14250,0.052247
14296.9,0.0660711
14343.8,0.0426316
14390.6,0.0470264
14437.5,0.066622
14484.4,0.054231
14531.2,0.052547
14578.1,0.0519301
14625,0.027644
14671.9,0.0192102
14718.8,0.0131246
14765.6,0.00255047
14812.5,0.0219328
14859.4,0.034248
14906.2,0.0104164
14953.1,0.0340381
15000,0.0435853
15046.9,0.0485001
15093.8,0.0428936
15140.6,0.0225015
15187.5,0.0155014
15234.4,0.0207103
15281.2,0.0212059
15328.1,0.0343296
15375,0.0411829
15421.9,0.0270567
15468.8,0.036149
15515.6,0.0407006
15562.5,0.061122
15609.4,0.0736513
15656.2,0.03547
15703.1,0.0444065
15750,0.0708135
15796.9,0.0366527
15843.8,0.0307151
15890.6,0.0409744
15937.5,0.0055614
15984.4,0.0286596
16031.2,0.0110469
16078.1,0.0312271
16125,0.0270739
16171.9,0.00273264
16218.8,0.0013866
16265.6,0.000526982
16312.5,0.000120955
16359.4,0.000264704
16406.2,0.000123751
16453.1,0.000228494
16500,6.58838e-05
16546.9,0.000115542
16593.8,0.000142504
16640.6,4.21188e-05
16687.5,9.26998e-05
16734.4,0.000165513
16781.2,0.000222958
16828.1,0.00019613
16875,9.3896e-05
16921.9,0.000154624
16968.8,0.0001543
17015.6,0.000301023
17062.5,0.000197664
17109.4,0.00020245
17156.2,0.00011825
17203.1,0.000115243
17250,0.000172206
17296.9,6.96804e-05
17343.8,6.11759e-05
17390.6,7.18431e-05
17437.5,0.000153082
17484.4,0.000279346
17531.2,0.000137444
17578.1,0.000271525
17625,0.000382167
17671.9,0.000188727
17718.8,8.47301e-05
17765.6,0.000134015
17812.5,8.88258e-05
17859.4,0.000184738
17906.2,6.94916e-05
17953.1,0.000124783
18000,0.000167129
18046.9,0.000121245
18093.8,8.27679e-05
18140.6,0.000235473
18187.5,0.000213378
18234.4,0.000175848
18281.2,0.000120996
18328.1,0.00028755
18375,0.000225178
18421.9,0.000243414
18468.8,0.000214804
18515.6,8.91046e-05
18562.5,3.05738e-05
18609.4,2.66188e-05
18656.2,0.000220974
18703.1,0.00022023
18750,9.72307e-05
18796.9,0.000317843
18843.8,0.000332774
18890.6,0.000234358
18937.5,0.000235807
18984.4,0.00021654
19031.2,0.000191431
19078.1,0.000187663
19125,8.65557e-05
19171.9,4.97288e-05
19218.8,5.6956e-05
19265.6,0.000114037
19312.5,0.000165828
19359.4,0.000163761
19406.2,0.000143713
19453.1,5.512e-05
19500,0.000153548
19546.9,0.000201804
19593.8,0.00023762
19640.6,0.000195111
19687.5,0.000105498
19734.4,5.99382e-05
19781.2,8.06487e-05
19828.1,0.000110063
19875,0.000101551
19921.9,0.000100909
19968.8,5.3624e-05
20015.6,0.000116433
20062.5,0.000168284
20109.4,0.000252547
20156.2,0.000304182
20203.1,8.53558e-05
20250,3.67164e-05
20296.9,2.53727e-05
20343.8,8.68523e-05
20390.6,0.000129613
20437.5,9.39021e-05
20484.4,3.48216e-05
20531.2,8.53505e-05
20578.1,0.00024494
20625,0.000174181
20671.9,5.71302e-05
20718.8,0.000101729
20765.6,6.32897e-05
20812.5,0.000117852
20859.4,0.000208558
20906.2,0.000265321
20953.1,0.000156137
21000,5.01011e-05
21046.9,4.55662e-05
21093.8,6.24622e-05
21140.6,0.000107692
21187.5,0.000227586
21234.4,0.000166986
21281.2,0.000104092
21328.1,0.000109663
21375,0.000103021
21421.9,3.11784e-05
21468.8,4.2086e-05
21515.6,8.56809e-05
21562.5,0.000152773
21609.4,0.000161882
21656.2,9.24106e-05
21703.1,0.00021728
21750,0.000101209
21796.9,0.000161097
21843.8,6.24927e-05
21890.6,0.000128007
21937.5,0.000318722
21984.4,0.000220043
22031.2,0.000233804
22078.1,0.000191785
22125,5.7663e-05
22171.9,3.98379e-05
22218.8,5.78234e-05
22265.6,0.00014757
22312.5,0.000129406
22359.4,7.98433e-05
22406.2,0.000125891
22453.1,0.000172638
22500,0.000310067
22546.9,0.000229439
22593.8,8.33328e-05
22640.6,0.000216332
22687.5,0.000215288
22734.4,0.000169729
22781.2,2.65036e-05
22828.1,0.000191919
22875,6.94343e-05
22921.9,0.000117888
22968.8,0.00017133
23015.6,0.000126987
23062.5,0.000162033
23109.4,0.000118711
23156.2,3.97626e-05
23203.1,2.2336e-05
23250,0.000104002
23296.9,7.26442e-05
23343.8,0.000171609
23390.6,0.00023886
23437.5,0.000199836
23484.4,0.000201696
23531.2,0.000183487
23578.1,7.5945e-05
23625,0.00019651
23671.9,0.000293861
23718.8,0.000254305
23765.6,7.64597e-05
23812.5,0.000210398
23859.4,0.000213723
23906.2,5.36741e-05
23953.1,0.000187639
24000,0.000373841
