timestamp,sensor,value
2026-02-19T03:30:00,S3,5.123
2026-02-19T03:30:00,S4,6.98
2026-02-19T03:35:00,S1,17.703
2026-02-19T03:35:00,S2,26.993
2026-02-19T03:35:00,S3,5.221
2026-02-19T03:35:00,S4,7.066
2026-02-19T03:40:00,S1,17.779
2026-02-19T03:40:00,S2,27.55
2026-02-19T03:40:00,S3,5.182
2026-02-19T03:40:00,S4,7.165
2026-02-19T03:45:00,S1,18.039
2026-02-19T03:45:00,S2,26.567
2026-02-19T03:45:00,S3,5.122
2026-02-19T03:45:00,S4,7.057
2026-02-19T03:50:00,S1,17.786
2026-02-19T03:50:00,S2,27.331
2026-02-19T03:50:00,S3,5.25
2026-02-19T03:50:00,S4,7.033
2026-02-19T03:55:00,S1,17.611
2026-02-19T03:55:00,S2,26.384
2026-02-19T03:55:00,S3,5.18
2026-02-19T03:55:00,S4,7.083
2026-02-19T04:00:00,S1,18.026
2026-02-19T04:00:00,S2,26.562
2026-02-19T04:00:00,S3,5.234
2026-02-19T04:00:00,S4,7.063
2026-02-19T04:05:00,S1,17.685
2026-02-19T04:05:00,S2,27.248
2026-02-19T04:05:00,S3,5.229
2026-02-19T04:05:00,S4,6.991
2026-02-19T04:10:00,S1,18.162
2026-02-19T04:10:00,S2,27.488
2026-02-19T04:10:00,S3,5.314
2026-02-19T04:10:00,S4,7.104
2026-02-19T04:15:00,S1,17.597
2026-02-19T04:15:00,S2,26.87
2026-02-19T04:15:00,S3,5.273
2026-02-19T04:15:00,S4,7.081
2026-02-19T04:20:00,S1,18.301
2026-02-19T04:20:00,S2,29.082
2026-02-19T04:20:00,S3,5.281
2026-02-19T04:20:00,S4,7.116
2026-02-19T04:25:00,S1,18.496
2026-02-19T04:25:00,S2,27.698
2026-02-19T04:25:00,S3,5.214
2026-02-19T04:25:00,S4,7.101
2026-02-19T04:30:00,S1,17.932
2026-02-19T04:30:00,S2,27.354
2026-02-19T04:30:00,S3,5.204
2026-02-19T04:30:00,S4,7.071
2026-02-19T04:35:00,S1,19.052
2026-02-19T04:35:00,S2,26.676
2026-02-19T04:35:00,S3,5.301
2026-02-19T04:35:00,S4,6.989
2026-02-19T04:40:00,S1,18.116
2026-02-19T04:40:00,S2,28.062
2026-02-19T04:40:00,S3,5.254
2026-02-19T04:40:00,S4,7.02
2026-02-19T04:45:00,S1,18.07
2026-02-19T04:45:00,S2,27.933
2026-02-19T04:45:00,S3,5.194
2026-02-19T04:45:00,S4,7.088
2026-02-19T04:50:00,S1,18.374
2026-02-19T04:50:00,S2,27.389
2026-02-19T04:50:00,S3,5.427
2026-02-19T04:50:00,S4,7.112
2026-02-19T04:55:00,S1,17.687
2026-02-19T04:55:00,S2,27.82
2026-02-19T04:55:00,S3,5.206
2026-02-19T04:55:00,S4,7.127
2026-02-19T05:00:00,S1,18.155
2026-02-19T05:00:00,S2,27.739
2026-02-19T05:00:00,S3,5.302
2026-02-19T05:00:00,S4,7.131
2026-02-19T05:05:00,S1,18.048
2026-02-19T05:05:00,S2,27.694
2026-02-19T05:05:00,S3,5.226
2026-02-19T05:05:00,S4,7.058
2026-02-19T05:10:00,S1,19.122
2026-02-19T05:10:00,S2,28.08
2026-02-19T05:10:00,S3,5.166
2026-02-19T05:10:00,S4,7.14
2026-02-19T05:15:00,S1,19.281
2026-02-19T05:15:00,S2,28.416
2026-02-19T05:15:00,S3,5.148
2026-02-19T05:15:00,S4,7.074
2026-02-19T05:20:00,S1,19.016
2026-02-19T05:20:00,S2,27.685
2026-02-19T05:20:00,S3,5.308
2026-02-19T05:20:00,S4,7.14
2026-02-19T05:25:00,S1,18.281
2026-02-19T05:25:00,S2,28.029
2026-02-19T05:25:00,S3,5.016
2026-02-19T05:25:00,S4,7.053
2026-02-19T05:30:00,S1,18.55
2026-02-19T05:30:00,S2,27.546
2026-02-19T05:30:00,S3,5.408
2026-02-19T05:30:00,S4,7.036
2026-02-19T05:35:00,S1,18.516
2026-02-19T05:35:00,S2,28.217
2026-02-19T05:35:00,S3,5.395
2026-02-19T05:35:00,S4,7.039
2026-02-19T05:40:00,S1,19.108
2026-02-19T05:40:00,S2,28.213
2026-02-19T05:40:00,S3,5.203
2026-02-19T05:40:00,S4,7.137
2026-02-19T05:45:00,S1,18.8
2026-02-19T05:45:00,S2,27.989
2026-02-19T05:45:00,S3,5.289
2026-02-19T05:45:00,S4,7.097
2026-02-19T05:50:00,S1,18.8
2026-02-19T05:50:00,S2,28.606
2026-02-19T05:50:00,S3,5.412
2026-02-19T05:50:00,S4,7.058
2026-02-19T05:55:00,S1,19.535
2026-02-19T05:55:00,S2,27.478
2026-02-19T05:55:00,S3,5.275
2026-02-19T05:55:00,S4,7.152
2026-02-19T06:00:00,S1,18.914
2026-02-19T06:00:00,S2,28.125
2026-02-19T06:00:00,S3,5.272
2026-02-19T06:00:00,S4,7.101
2026-02-19T06:05:00,S1,18.636
2026-02-19T06:05:00,S2,28.834
2026-02-19T06:05:00,S3,5.319
2026-02-19T06:05:00,S4,7.094
2026-02-19T06:10:00,S1,19.183
2026-02-19T06:10:00,S2,28.637
2026-02-19T06:10:00,S3,5.357
2026-02-19T06:10:00,S4,7.162
2026-02-19T06:15:00,S1,18.603
2026-02-19T06:15:00,S2,28.293
2026-02-19T06:15:00,S3,5.353
2026-02-19T06:15:00,S4,7.164
2026-02-19T06:20:00,S1,18.91
2026-02-19T06:20:00,S2,28.643
2026-02-19T06:20:00,S3,5.397
2026-02-19T06:20:00,S4,7.107
2026-02-19T06:25:00,S1,19.132
2026-02-19T06:25:00,S2,28.544
2026-02-19T06:25:00,S3,5.278
2026-02-19T06:25:00,S4,7.194
2026-02-19T06:30:00,S1,19.251
2026-02-19T06:30:00,S2,29.044
2026-02-19T06:30:00,S3,5.401
2026-02-19T06:30:00,S4,7.142
2026-02-19T06:35:00,S1,19.222
2026-02-19T06:35:00,S2,28.582
2026-02-19T06:35:00,S3,5.323
2026-02-19T06:35:00,S4,7.137
2026-02-19T06:40:00,S1,19.038
2026-02-19T06:40:00,S2,29.031
2026-02-19T06:40:00,S3,5.233
2026-02-19T06:40:00,S4,7.251
2026-02-19T06:45:00,S1,18.671
2026-02-19T06:45:00,S2,28.258
2026-02-19T06:45:00,S3,5.391
2026-02-19T06:45:00,S4,7.188
2026-02-19T06:50:00,S1,19.26
2026-02-19T06:50:00,S2,29.128
2026-02-19T06:50:00,S3,5.298
2026-02-19T06:50:00,S4,7.106
2026-02-19T06:55:00,S1,19.085
2026-02-19T06:55:00,S2,28.58
2026-02-19T06:55:00,S3,5.378
2026-02-19T06:55:00,S4,7.145
2026-02-19T07:00:00,S1,18.786
2026-02-19T07:00:00,S2,28.779
2026-02-19T07:00:00,S3,5.333
2026-02-19T07:00:00,S4,7.126
2026-02-19T07:05:00,S1,18.803
2026-02-19T07:05:00,S2,29.071
2026-02-19T07:05:00,S3,5.32
2026-02-19T07:05:00,S4,7.131
2026-02-19T07:10:00,S1,18.94
2026-02-19T07:10:00,S2,29.102
2026-02-19T07:10:00,S3,5.184
2026-02-19T07:10:00,S4,7.088
2026-02-19T07:15:00,S1,18.867
2026-02-19T07:15:00,S2,28.937
2026-02-19T07:15:00,S3,5.325
2026-02-19T07:15:00,S4,7.234
2026-02-19T07:20:00,S1,19.431
2026-02-19T07:20:00,S2,28.996
2026-02-19T07:20:00,S3,5.298
2026-02-19T07:20:00,S4,7.112
2026-02-19T07:25:00,S1,19.136
2026-02-19T07:25:00,S2,28.972
2026-02-19T07:25:00,S3,5.325
2026-02-19T07:25:00,S4,7.122
2026-02-19T07:30:00,S1,19.335
2026-02-19T07:30:00,S2,29.825
2026-02-19T07:30:00,S3,5.29
2026-02-19T07:30:00,S4,7.185
2026-02-19T07:35:00,S1,19.404
2026-02-19T07:35:00,S2,28.986
2026-02-19T07:35:00,S3,5.316
2026-02-19T07:35:00,S4,7.167
2026-02-19T07:40:00,S1,19.205
2026-02-19T07:40:00,S2,28.85
2026-02-19T07:40:00,S3,5.3
2026-02-19T07:40:00,S4,7.193
2026-02-19T07:45:00,S1,19.686
2026-02-19T07:45:00,S2,29.659
2026-02-19T07:45:00,S3,5.469
2026-02-19T07:45:00,S4,7.131
2026-02-19T07:50:00,S1,19.489
2026-02-19T07:50:00,S2,29.339
2026-02-19T07:50:00,S3,5.471
2026-02-19T07:50:00,S4,7.13
2026-02-19T07:55:00,S1,18.895
2026-02-19T07:55:00,S2,29.014
2026-02-19T07:55:00,S3,5.125
2026-02-19T07:55:00,S4,7.146
2026-02-19T08:00:00,S1,18.928
2026-02-19T08:00:00,S2,29.378
2026-02-19T08:00:00,S3,5.321
2026-02-19T08:00:00,S4,7.267
2026-02-19T08:05:00,S1,19.529
2026-02-19T08:05:00,S2,29.076
2026-02-19T08:05:00,S3,5.221
2026-02-19T08:05:00,S4,7.199
2026-02-19T08:10:00,S1,18.737
2026-02-19T08:10:00,S2,30.184
2026-02-19T08:10:00,S3,5.385
2026-02-19T08:10:00,S4,7.152
2026-02-19T08:15:00,S1,18.6
2026-02-19T08:15:00,S2,29.993
2026-02-19T08:15:00,S3,5.28
2026-02-19T08:15:00,S4,7.238
2026-02-19T08:20:00,S1,18.642
2026-02-19T08:20:00,S2,29.136
2026-02-19T08:20:00,S3,5.288
2026-02-19T08:20:00,S4,7.179
2026-02-19T08:25:00,S1,19.041
2026-02-19T08:25:00,S2,29.707
2026-02-19T08:25:00,S3,5.201
2026-02-19T08:25:00,S4,7.17
2026-02-19T08:30:00,S1,19.239
2026-02-19T08:30:00,S2,29.678
2026-02-19T08:30:00,S3,5.341
2026-02-19T08:30:00,S4,7.122
2026-02-19T08:35:00,S1,18.657
2026-02-19T08:35:00,S2,30.04
2026-02-19T08:35:00,S3,5.309
2026-02-19T08:5:00,S3,5.309
2026-02-19T08:35:00,S4,7.141
2026-02-19T08:40:00,S1,19.732
2026-02-19T08:40:00,S2,29.534
2026-02-19T08:40:00,S3,5.375
2026-02-19T08:40:00,S4,7.182
2026-02-19T08:45:00,S1,19.905
2026-02-19T08:45:00,S2,30.289
2026-02-19T08:45:00,S3,5.258
2026-02-19T08:45:00,S4,7.228
2026-02-19T08:50:00,S1,19.404
2026-02-19T08:50:00,S2,30.13
2026-02-19T08:50:00,S3,5.199
2026-02-19T08:50:00,S4,7.214
2026-02-19T08:55:00,S1,19.541
2026-02-19T08:55:00,S2,28.736
2026-02-19T08:55:00,S3,5.179
2026-02-19T08:55:00,S4,7.078
2026-02-19T09:00:00,S1,19.068
2026-02-19T09:00:00,S2,29.863
2026-02-19T09:00:00,S3,5.391
2026-02-19T09:00:00,S4,7.184
2026-02-19T09:05:00,S1,19.723
2026-02-19T09:05:00,S2,28.931
2026-02-19T09:05:00,S3,5.132
2026-02-19T09:05:00,S4,7.177
2026-02-19T09:10:00,S1,19.277
2026-02-19T09:10:00,S2,29.547
2026-02-19T09:10:00,S3,5.1
2026-02-19T09:10:00,S4,7.175
2026-02-19T09:15:00,S1,18.675
2026-02-19T09:15:00,S2,29.872
2026-02-19T09:15:00,S3,5.292
2026-02-19T09:15:00,S4,7.133
2026-02-19T09:20:00,S1,18.939
2026-02-19T09:20:00,S2,29.102
2026-02-19T09:20:00,S3,5.255
2026-02-19T09:20:00,S4,7.227
2026-02-19T09:25:00,S1,18.76
2026-02-19T09:25:00,S2,29.812
2026-02-19T09:25:00,S3,5.215
2026-02-19T09:25:00,S4,7.14
2026-02-19T09:30:00,S1,19.053
2026-02-19T09:30:00,S2,29.125
2026-02-19T09:30:00,S3,5.21
2026-02-19T09:30:00,S4,7.119
2026-02-19T09:35:00,S1,19.763
2026-02-19T09:35:00,S2,29.611
2026-02-19T09:35:00,S3,5.195
2026-02-19T09:35:00,S4,7.189
2026-02-19T09:40:00,S1,19.02
2026-02-19T09:40:00,S2,29.498
2026-02-19T09:40:00,S3,5.297
2026-02-19T09:40:00,S4,7.216
2026-02-19T09:45:00,S1,18.856
2026-02-19T09:45:00,S2,29.34
2026-02-19T09:45:00,S3,5.222
2026-02-19T09:45:00,S4,7.062
2026-02-19T09:50:00,S1,18.493
2026-02-19T09:50:00,S2,30.215
2026-02-19T09:50:00,S3,5.372
2026-02-19T09:50:00,S4,7.164
2026-02-19T09:55:00,S1,19.206
2026-02-19T09:55:00,S2,29.739
2026-02-19T09:55:00,S3,5.483
2026-02-19T09:55:00,S4,7.231
2026-02-19T10:00:00,S1,18.939
2026-02-19T10:00:00,S2,29.167
2026-02-19T10:00:00,S3,5.105
2026-02-19T10:00:00,S4,7.185
2026-02-19T10:05:00,S1,18.698
2026-02-19T10:05:00,S2,28.954
2026-02-19T10:05:00,S3,5.178
2026-02-19T10:05:00,S4,7.119
2026-02-19T10:10:00,S1,19.531
2026-02-19T10:10:00,S2,29.986
2026-02-19T10:10:00,S3,5.225
2026-02-19T10:10:00,S4,7.246
2026-02-19T10:15:00,S1,18.944
2026-02-19T10:15:00,S2,29.196
2026-02-19T10:15:00,S3,5.344
2026-02-19T10:15:00,S4,7.198
2026-02-19T10:20:00,S1,18.53
2026-02-19T10:20:00,S2,29.491
2026-02-19T10:20:00,S3,5.148
2026-02-19T10:20:00,S4,7.101
2026-02-19T10:25:00,S1,19.192
2026-02-19T10:25:00,S2,30.428
2026-02-19T10:25:00,S3,5.102
2026-02-19T10:25:00,S4,7.197
2026-02-19T10:30:00,S1,18.615
2026-02-19T10:30:00,S2,29.34
2026-02-19T10:30:00,S3,5.162
2026-02-19T10:30:00,S4,7.124
2026-02-19T10:35:00,S1,18.833
2026-02-19T10:35:00,S2,29.174
2026-02-19T10:35:00,S3,5.227
2026-02-19T10:35:00,S4,7.163
2026-02-19T10:40:00,S1,18.705
2026-02-19T10:40:00,S2,29.128
2026-02-19T10:40:00,S3,5.155
2026-02-19T10:40:00,S4,7.202
2026-02-19T10:45:00,S1,18.935
2026-02-19T10:45:00,S2,29.083
2026-02-19T10:45:00,S3,5.205
2026-02-19T10:45:00,S4,7.2
2026-02-19T10:50:00,S1,18.146
2026-02-19T10:50:00,S2,29.754
2026-02-19T10:50:00,S3,5.139
2026-02-19T10:50:00,S4,7.189
2026-02-19T10:55:00,S1,18.434
2026-02-19T10:55:00,S2,28.681
2026-02-19T10:55:00,S3,5.058
2026-02-19T10:55:00,S4,7.161
2026-02-19T11:00:00,S1,18.761
2026-02-19T11:00:00,S2,29.07
2026-02-19T11:00:00,S3,5.234
2026-02-19T11:00:00,S4,7.074
2026-02-19T11:05:00,S1,18.615
2026-02-19T11:05:00,S2,28.914
2026-02-19T11:05:00,S3,5.126
2026-02-19T11:05:00,S4,7.158
2026-02-19T11:10:00,S1,18.305
2026-02-19T11:10:00,S2,29.267
2026-02-19T11:10:00,S3,5.254
2026-02-19T11:10:00,S4,7.124
2026-02-19T11:15:00,S1,18.865
2026-02-19T11:15:00,S2,28.911
2026-02-19T11:15:00,S3,5.211
2026-02-19T11:15:00,S4,7.223
2026-02-19T11:20:00,S1,17.674
2026-02-19T11:20:00,S2,29.04
2026-02-19T11:20:00,S3,5.21
2026-02-19T11:20:00,S4,7.139
2026-02-19T11:25:00,S1,18.634
2026-02-19T11:25:00,S2,29.104
2026-02-19T11:25:00,S3,5.166
2026-02-19T11:25:00,S4,7.139
2026-02-19T11:30:00,S1,18.877
2026-02-19T11:30:00,S2,29.467
2026-02-19T11:30:00,S3,5.181
2026-02-19T11:30:00,S4,7.124
2026-02-19T11:35:00,S1,18.262
2026-02-19T11:35:00,S2,29.133
2026-02-19T11:35:00,S3,5.181
2026-02-19T11:35:00,S4,7.121
2026-02-19T11:40:00,S1,18.497
2026-02-19T11:40:00,S2,30.236
2026-02-19T11:40:00,S3,5.214
2026-02-19T11:40:00,S4,7.123
2026-02-19T11:45:00,S1,18.779
2026-02-19T11:45:00,S2,29.091
2026-02-19T11:45:00,S3,4.976
2026-02-19T11:45:00,S4,7.087
2026-02-19T11:50:00,S1,17.665
2026-02-19T11:50:00,S2,29.089
2026-02-19T11:50:00,S3,5.136
2026-02-19T11:50:00,S4,7.218
2026-02-19T11:55:00,S1,18.396
2026-02-19T11:55:00,S2,29.119
2026-02-19T11:55:00,S3,5.195
2026-02-19T11:55:00,S4,7.021
2026-02-19T12:00:00,S1,18.325
2026-02-19T12:00:00,S2,29.535
2026-02-19T12:00:00,S3,5.006
2026-02-19T12:00:00,S4,7.186
2026-02-19T12:05:00,S1,18.321
2026-02-19T12:05:00,S2,28.97
2026-02-19T12:05:00,S3,5.169
2026-02-19T12:05:00,S4,7.24
2026-02-19T12:10:00,S1,18.225
2026-02-19T12:10:00,S2,29.236
2026-02-19T12:10:00,S3,5.077
2026-02-19T12:10:00,S4,7.081
2026-02-19T12:15:00,S1,18.411
2026-02-19T12:15:00,S2,28.706
2026-02-19T12:15:00,S3,5.114
2026-02-19T12:15:00,S4,7.097
2026-02-19T12:20:00,S1,18.247
2026-02-19T12:20:00,S2,29.207
2026-02-19T12:20:00,S3,5.186
2026-02-19T12:20:00,S4,7.092
2026-02-19T12:25:00,S1,17.943
2026-02-19T12:25:00,S2,28.581
2026-02-19T12:25:00,S3,5.062
2026-02-19T12:25:00,S4,7.134
2026-02-19T12:30:00,S1,18.26
2026-02-19T12:30:00,S2,28.571
2026-02-19T12:30:00,S3,5.162
2026-02-19T12:30:00,S4,7.179
2026-02-19T12:35:00,S1,18.096
2026-02-19T12:35:00,S2,29.793
2026-02-19T12:35:00,S3,5.025
2026-02-19T12:35:00,S4,7.046
2026-02-19T12:40:00,S1,17.285
2026-02-19T12:40:00,S2,29.584
2026-02-19T12:40:00,S3,5.134
2026-02-19T12:40:00,S4,7.103
2026-02-19T12:45:00,S1,17.962
2026-02-19T12:45:00,S2,28.365
2026-02-19T12:45:00,S3,5.272
2026-02-19T12:45:00,S4,7.109
2026-02-19T12:50:00,S1,17.858
2026-02-19T12:50:00,S2,29.159
2026-02-19T12:50:00,S3,5.109
2026-02-19T12:50:00,S4,7.11
2026-02-19T12:55:00,S1,17.498
2026-02-19T12:55:00,S2,29.003
2026-02-19T12:55:00,S3,5.216
2026-02-19T12:55:00,S4,7.163
2026-02-19T13:00:00,S1,18.288
2026-02-19T13:00:00,S2,28.52
2026-02-19T13:00:00,S3,4.98
2026-02-19T13:00:00,S4,7.086
2026-02-19T13:05:00,S1,17.704
2026-02-19T13:05:00,S2,29.2
2026-02-19T13:05:00,S3,4.919
2026-02-19T13:05:00,S4,7.165
2026-02-19T13:10:00,S1,17.583
2026-02-19T13:10:00,S2,28.472
2026-02-19T13:10:00,S3,4.968
2026-02-19T13:10:00,S4,7.003
2026-02-19T13:15:00,S1,17.881
2026-02-19T13:15:00,S2,28.653
2026-02-19T13:15:00,S3,4.94
2026-02-19T13:15:00,S4,7.017
2026-02-19T13:20:00,S1,17.429
2026-02-19T13:20:00,S2,29.326
2026-02-19T13:20:00,S3,5.017
2026-02-19T13:20:00,S4,7.003
2026-02-19T13:25:00,S1,17.414
2026-02-19T13:25:00,S2,28.407
2026-02-19T13:25:00,S3,4.817
2026-02-19T13:25:00,S4,7.072
2026-02-19T13:30:00,S1,17.372
2026-02-19T13:30:00,S2,28.797
2026-02-19T13:30:00,S3,5.175
2026-02-19T13:30:00,S4,7.128
2026-02-19T13:35:00,S1,17.312
2026-02-19T13:35:00,S2,27.939
2026-02-19T13:35:00,S3,5.227
2026-02-19T13:35:00,S4,7.071
2026-02-19T13:40:00,S1,17.363
2026-02-19T13:40:00,S2,28.378
2026-02-19T13:40:00,S3,5.032
2026-02-19T13:40:00,S4,7.057
2026-02-19T13:45:00,S1,17.11
2026-02-19T13:45:00,S2,28.095
2026-02-19T13:45:00,S3,5.008
2026-02-19T13:45:00,S4,7.033
2026-02-19T13:50:00,S1,17.014
2026-02-19T13:50:00,S2,28.34
2026-02-19T13:50:00,S3,4.985
2026-02-19T13:50:00,S4,7.132
2026-02-19T13:55:00,S1,16.288
2026-02-19T13:55:00,S2,28.734
2026-02-19T13:55:00,S3,5.1
2026-02-19T13:55:00,S4,6.949
2026-02-19T14:00:00,S1,17.048
2026-02-19T14:00:00,S2,28.025
2026-02-19T14:00:00,S3,4.882
2026-02-19T14:00:00,S4,7.01
2026-02-19T14:05:00,S1,16.731
2026-02-19T14:05:00,S2,28.93
2026-02-19T14:05:00,S3,5.064
2026-02-19T14:05:00,S4,7.109
2026-02-19T14:10:00,S1,17.325
2026-02-19T14:10:00,S2,27.582
2026-02-19T14:10:00,S3,4.942
2026-02-19T14:10:00,S4,7.066
2026-02-19T14:15:00,S1,16.596
2026-02-19T14:15:00,S2,28.36
2026-02-19T14:15:00,S3,4.96
2026-02-19T14:15:00,S4,7.019
2026-02-19T14:20:00,S1,17.225
2026-02-19T14:20:00,S2,28.186
2026-02-19T14:20:00,S3,4.945
2026-02-19T14:20:00,S4,7.092
2026-02-19T14:25:00,S1,16.55
2026-02-19T14:25:00,S2,28.211
2026-02-19T14:25:00,S3,5.016
2026-02-19T14:25:00,S4,7.014
